,8_yakutsk_db,8_yakutsk_hr,7_ostersund_db,7_ostersund_hr,6a_oslo_db,6a_oslo_hr,5b_dunhuang_db,5b_dunhuang_hr,5c_birmingham_db,5c_birmingham_hr,4a_paris_db,4a_paris_hr,1a_miami_db,1a_miami_hr
191,-36.6,8.9e-05,-0.6,0.001655,-4.5,0.002356,8.0,0.007096,5.6,0.004274,7.8,0.005495,13.9,0.007822
192,-36.7,8.8e-05,-0.7,0.001752,-5.2,0.002291,8.0,0.006587,5.6,0.004306,7.5,0.005454,13.9,0.007822
193,-36.8,8.6e-05,-0.8,0.001837,-5.8,0.002225,8.0,0.006659,5.1,0.004345,7.3,0.005379,13.9,0.00783
194,-37.0,8.5e-05,-0.9,0.001865,-5.5,0.002237,8.0,0.00658,4.5,0.004406,7.5,0.005327,13.3,0.007907
195,-37.1,8.4e-05,-0.9,0.001867,-5.2,0.002246,8.5,0.006588,4.8,0.004411,7.7,0.005339,13.3,0.007248
196,-37.3,8.2e-05,-1.0,0.001869,-4.9,0.002232,8.0,0.00658,5.0,0.004387,7.9,0.005276,13.3,0.007248
197,-37.7,7.9e-05,-1.0,0.001869,-3.8,0.002541,8.0,0.00658,5.0,0.004524,7.9,0.005413,12.8,0.007005
198,-38.1,7.5e-05,-1.0,0.001853,-2.8,0.002803,8.0,0.007081,5.1,0.004651,8.0,0.005519,11.7,0.007017
199,-38.5,7.2e-05,-1.0,0.001853,-1.7,0.003115,8.0,0.007074,5.9,0.004847,7.9,0.005748,12.2,0.007248
200,-38.3,7.3e-05,-1.4,0.00171,-1.6,0.003216,8.7,0.006747,6.1,0.004831,8.3,0.006049,13.3,0.007892
201,-38.1,7.5e-05,-1.9,0.001587,-1.4,0.003344,9.4,0.006606,6.5,0.005015,8.8,0.006326,15.0,0.007541
202,-37.9,7.5e-05,-2.3,0.001436,-1.3,0.003446,11.0,0.006573,6.8,0.004893,9.2,0.006575,16.7,0.007598
203,-37.2,8.2e-05,-2.2,0.001337,-1.0,0.003353,11.0,0.00658,7.5,0.004713,9.0,0.006781,18.3,0.0075
204,-36.5,9e-05,-2.1,0.00125,-0.6,0.003279,12.4,0.006649,8.3,0.00475,9.2,0.007016,20.0,0.007636
205,-35.8,9.7e-05,-2.0,0.001149,-0.3,0.003205,13.0,0.006626,8.8,0.005076,9.4,0.007264,21.1,0.007867
206,-35.5,0.000101,-2.6,0.001219,-0.4,0.003058,14.0,0.006657,8.9,0.00515,9.7,0.007259,21.1,0.007874
207,-35.3,0.000101,-3.1,0.001299,-0.5,0.002914,14.4,0.005412,9.0,0.005182,10.0,0.00733,21.1,0.008187
208,-35.0,0.000105,-3.1,0.001299,-0.6,0.002775,14.0,0.005373,9.2,0.005227,10.3,0.007312,21.7,0.007849
209,-35.6,9.8e-05,-4.0,0.001144,-0.7,0.00282,14.0,0.004948,9.5,0.005233,10.4,0.007435,20.6,0.005814
210,-36.2,9.2e-05,-4.8,0.001004,-0.8,0.00283,13.5,0.004994,9.6,0.005216,10.4,0.007508,18.9,0.005092
211,-36.8,8.6e-05,-5.7,0.000865,-0.9,0.002876,11.0,0.005706,9.6,0.005407,10.5,0.007559,17.8,0.005754
212,-34.1,0.00012,-5.9,0.000821,-1.9,0.002709,11.0,0.005352,10.0,0.005091,10.4,0.007589,16.7,0.005128
213,-31.5,0.000162,-6.2,0.000779,-3.0,0.00256,10.5,0.005765,10.1,0.004748,10.2,0.007487,15.6,0.005106
214,-28.8,0.00022,-6.4,0.000739,-4.0,0.002377,9.7,0.005621,10.1,0.004743,10.1,0.007436,15.0,0.005755
215,-29.0,0.00021,-6.5,0.000844,-5.2,0.002271,9.0,0.005741,10.0,0.004201,9.9,0.007414,14.4,0.006552
216,-29.1,0.000203,-6.6,0.000951,-6.5,0.002119,8.8,0.005368,10.0,0.003905,9.7,0.007391,14.4,0.006246
217,-29.3,0.000194,-6.7,0.001067,-7.7,0.001969,8.4,0.005224,9.2,0.003567,9.5,0.007368,13.9,0.006735
218,-29.7,0.000186,-7.0,0.001335,-7.1,0.002096,8.0,0.005016,8.4,0.003597,9.5,0.007368,13.3,0.006474
219,-30.0,0.00018,-7.3,0.001648,-6.5,0.002209,8.0,0.005011,7.6,0.003622,9.4,0.007242,13.3,0.005339
220,-30.4,0.000173,-7.6,0.001989,-5.9,0.002308,8.0,0.005011,7.2,0.003643,9.4,0.007167,13.3,0.005339
221,-30.5,0.000174,-7.7,0.001898,-4.8,0.002513,7.0,0.00501,6.8,0.003643,9.2,0.007144,13.3,0.006474
222,-30.6,0.000172,-7.9,0.001807,-3.7,0.002738,6.8,0.005017,6.4,0.003931,8.9,0.007072,12.8,0.006723
223,-30.7,0.00017,-8.0,0.001726,-2.6,0.002914,7.0,0.005026,6.4,0.003647,8.7,0.006969,12.8,0.006991
224,-31.9,0.00015,-7.8,0.001757,-2.4,0.003033,9.0,0.005011,6.8,0.004617,8.8,0.007089,14.4,0.007048
225,-33.2,0.000129,-7.6,0.001802,-2.3,0.003098,10.0,0.005025,7.4,0.004954,9.0,0.00726,16.7,0.006764
226,-34.4,0.000113,-7.4,0.001834,-2.1,0.003223,12.0,0.005366,7.6,0.005926,8.9,0.007211,18.3,0.00697
227,-33.1,0.000134,-6.8,0.001954,-1.8,0.003315,13.0,0.005324,7.6,0.006052,9.0,0.00726,20.6,0.00761
228,-31.7,0.000159,-6.1,0.002037,-1.5,0.003407,13.8,0.005407,7.2,0.00585,9.0,0.007187,22.2,0.008071
229,-30.4,0.000187,-5.5,0.002143,-1.2,0.003497,14.0,0.005373,8.8,0.00627,9.1,0.007088,22.8,0.008573
230,-30.9,0.000173,-5.3,0.0022,-0.9,0.003479,16.0,0.00503,9.0,0.006569,9.0,0.007268,22.2,0.008765
231,-31.4,0.000158,-5.0,0.002282,-0.7,0.003425,16.0,0.004673,9.1,0.006725,9.0,0.00726,22.2,0.009437
232,-31.9,0.000146,-4.8,0.00234,-0.4,0.003389,16.0,0.004673,10.3,0.007061,9.3,0.007261,22.8,0.010142
233,-32.4,0.000141,-5.3,0.002285,-0.9,0.003098,15.0,0.004947,11.0,0.00729,9.0,0.007187,21.7,0.010128
234,-32.9,0.000133,-5.7,0.002205,-1.5,0.002764,14.0,0.004953,11.0,0.007481,8.8,0.007089,21.1,0.010218
235,-33.4,0.000128,-6.2,0.002111,-2.0,0.002482,13.0,0.005329,11.3,0.007138,8.5,0.006945,20.0,0.010125
236,-33.9,0.000121,-6.7,0.001982,-3.1,0.002408,12.0,0.00536,11.0,0.007035,8.4,0.006975,20.0,0.010115
237,-34.3,0.000116,-7.2,0.001824,-4.1,0.002349,11.8,0.005382,11.0,0.005403,8.4,0.006975,18.9,0.009847
238,-34.8,0.00011,-7.7,0.001661,-5.2,0.002287,11.0,0.005363,10.3,0.004962,8.3,0.006857,17.8,0.009436
239,-34.4,0.000114,-7.9,0.00165,-6.5,0.002175,10.0,0.005749,6.0,0.004608,8.2,0.00688,16.7,0.009387
240,-33.9,0.00012,-8.1,0.001635,-7.9,0.001983,10.0,0.006164,4.8,0.004507,8.1,0.00684,16.1,0.009154
241,-33.5,0.000124,-8.3,0.001605,-9.2,0.001766,9.0,0.005759,4.4,0.004215,8.0,0.006724,15.6,0.009084
242,-33.9,0.00012,-8.7,0.001612,-9.6,0.001701,8.0,0.005736,4.1,0.004025,7.9,0.006746,15.0,0.009162
243,-34.4,0.000114,-9.1,0.001599,-10.0,0.00164,7.5,0.005335,4.0,0.003762,7.9,0.006746,15.0,0.009172
244,-34.8,0.00011,-9.5,0.001605,-10.4,0.001518,7.0,0.005353,3.9,0.003607,7.8,0.006632,14.4,0.008818
245,-34.7,0.00011,-9.4,0.001557,-10.7,0.001476,6.0,0.005367,2.6,0.003758,7.7,0.006459,14.4,0.008809
246,-34.5,0.000113,-9.3,0.001495,-11.0,0.001436,6.5,0.005358,2.2,0.003596,7.7,0.006324,14.4,0.008809
247,-34.4,0.000114,-9.2,0.001449,-11.3,0.001382,6.0,0.005362,2.6,0.003409,7.6,0.006147,14.4,0.008801
248,-34.6,0.000111,-9.7,0.001412,-11.1,0.001405,9.0,0.005753,2.7,0.002869,7.0,0.005904,15.6,0.009075
249,-34.7,0.000112,-10.3,0.001376,-10.9,0.001429,11.1,0.005751,2.9,0.002492,7.2,0.005921,18.9,0.009427
250,-34.9,0.000109,-10.8,0.001316,-10.7,0.001455,13.0,0.005335,2.8,0.002396,7.4,0.005878,21.7,0.009762
251,-33.9,0.000125,-10.2,0.001375,-9.6,0.001622,14.0,0.005384,3.3,0.002476,7.6,0.005765,23.9,0.009153
252,-32.8,0.000144,-9.6,0.001422,-8.4,0.001801,15.0,0.005406,3.3,0.002131,7.8,0.005715,23.9,0.009162
253,-31.8,0.000162,-9.0,0.001469,-7.3,0.001983,16.0,0.005046,3.5,0.002376,8.0,0.005588,22.8,0.009444
254,-31.3,0.000167,-8.9,0.00151,-6.3,0.002116,17.0,0.004998,3.8,0.002354,7.9,0.00576,23.9,0.010103
255,-30.9,0.00017,-8.7,0.001538,-5.3,0.002258,17.0,0.005898,3.5,0.002552,7.7,0.005957,22.8,0.010491
256,-30.4,0.000174,-8.6,0.001581,-4.3,0.002406,17.0,0.004993,2.8,0.002583,7.6,0.006118,22.8,0.010491
257,-31.9,0.000151,-8.5,0.001607,-4.0,0.002468,16.0,0.004683,1.9,0.002587,7.9,0.006314,22.2,0.009437
258,-33.3,0.00013,-8.4,0.001638,-3.7,0.002501,15.5,0.005003,1.6,0.002509,8.2,0.006516,22.2,0.009437
259,-34.8,0.000111,-8.3,0.001665,-3.4,0.002566,14.0,0.004958,1.2,0.00271,8.5,0.006723,21.7,0.00914
260,-35.3,0.000105,-7.8,0.001724,-3.3,0.002617,13.7,0.004966,1.0,0.00273,8.7,0.006816,20.6,0.009447
261,-35.8,9.9e-05,-7.3,0.001745,-3.2,0.002669,13.4,0.004971,0.8,0.002727,8.9,0.006836,20.6,0.009143
262,-36.3,9.4e-05,-6.8,0.001769,-3.1,0.002718,12.0,0.004625,0.3,0.002727,9.1,0.00693,21.1,0.009433
263,-35.2,0.000106,-7.6,0.001715,-3.2,0.002725,12.0,0.00463,0.3,0.002457,9.1,0.00693,20.6,0.009447
264,-34.1,0.000118,-8.4,0.001642,-3.3,0.002702,11.6,0.004963,0.3,0.002506,9.2,0.006902,17.8,0.009839
265,-33.0,0.000133,-9.2,0.001558,-3.4,0.002676,11.0,0.00503,0.1,0.002476,9.2,0.00682,17.2,0.009837
266,-32.6,0.000139,-8.7,0.001628,-4.2,0.002554,10.5,0.005287,0.6,0.002504,9.1,0.006625,16.1,0.009852
267,-32.3,0.000143,-8.3,0.001685,-5.0,0.002408,10.1,0.005394,1.1,0.002444,9.0,0.006359,16.1,0.009852
268,-31.9,0.000147,-7.8,0.001724,-5.8,0.002271,9.0,0.005389,0.6,0.002501,7.4,0.006226,17.2,0.010218
269,-32.3,0.000143,-7.2,0.001779,-6.6,0.002139,8.0,0.005032,0.5,0.002577,7.0,0.005928,16.7,0.010123
270,-32.7,0.000137,-6.6,0.00182,-7.5,0.001958,8.4,0.005025,0.6,0.002514,6.8,0.005904,16.1,0.010198
271,-33.1,0.000133,-6.0,0.001862,-8.3,0.001823,8.0,0.005032,0.6,0.002589,6.6,0.005885,16.7,0.010113
272,-33.3,0.00013,-6.9,0.001719,-8.3,0.001821,11.0,0.00503,0.7,0.002571,6.0,0.005518,19.4,0.010599
273,-33.6,0.000125,-7.9,0.001585,-8.3,0.00182,13.0,0.005047,0.9,0.002552,7.0,0.005916,22.8,0.011344
274,-33.8,0.000122,-8.8,0.001434,-8.3,0.001818,15.0,0.004962,1.7,0.00277,7.7,0.006141,23.9,0.011764
275,-34.2,0.000117,-9.2,0.001342,-8.1,0.001867,16.0,0.004693,2.8,0.002799,8.6,0.00624,24.4,0.011755
276,-34.5,0.000114,-9.7,0.001231,-8.0,0.001882,17.1,0.00465,3.7,0.002826,9.5,0.00633,26.1,0.012616
277,-34.9,0.00011,-10.1,0.001127,-7.8,0.001894,18.0,0.005062,4.1,0.002926,10.4,0.006404,25.6,0.012253
278,-35.5,0.000103,-10.2,0.001175,-7.4,0.001921,19.0,0.004957,4.0,0.002903,10.3,0.006435,25.6,0.011848
279,-36.0,9.7e-05,-10.2,0.001199,-6.9,0.001941,20.0,0.005435,4.0,0.002964,10.1,0.006428,25.0,0.011827
280,-36.6,9.1e-05,-10.3,0.001248,-6.5,0.001942,20.0,0.005435,3.2,0.003093,10.0,0.006457,24.4,0.012178
281,-37.0,8.7e-05,-10.6,0.001229,-7.4,0.001856,19.0,0.005393,2.4,0.003331,9.5,0.006387,23.9,0.012187
282,-37.3,8.4e-05,-11.0,0.001205,-8.2,0.001785,18.6,0.004972,1.6,0.003196,9.0,0.006387,23.9,0.012187
283,-37.7,8e-05,-11.3,0.001186,-9.1,0.001682,17.0,0.005398,0.7,0.003163,8.5,0.006385,23.9,0.012187
284,-38.1,7.6e-05,-11.4,0.001186,-9.4,0.001654,17.0,0.005398,0.8,0.003093,8.0,0.0063,23.3,0.011746
285,-38.4,7.3e-05,-11.4,0.001198,-9.7,0.001609,16.5,0.005353,1.0,0.003095,8.0,0.006293,22.8,0.014037
286,-38.8,6.9e-05,-11.5,0.0012,-10.0,0.001549,16.0,0.005427,1.6,0.002991,8.0,0.006287,22.2,0.014036
287,-38.8,6.9e-05,-10.7,0.001315,-10.0,0.001547,15.0,0.005771,1.8,0.003141,7.9,0.006244,22.2,0.013694
288,-38.8,6.9e-05,-9.9,0.001429,-10.1,0.001516,15.5,0.005844,2.1,0.00326,7.8,0.006134,22.2,0.013209
289,-38.8,6.9e-05,-9.1,0.00152,-10.1,0.001499,14.0,0.006264,1.8,0.003262,7.7,0.006019,22.2,0.012697
290,-38.8,6.9e-05,-9.6,0.00144,-10.7,0.001419,14.0,0.006264,2.9,0.003295,7.5,0.006002,21.7,0.01232
291,-38.8,6.9e-05,-10.2,0.001365,-11.2,0.001354,14.0,0.006264,2.7,0.00346,7.2,0.006002,22.2,0.012198
292,-38.8,6.9e-05,-10.7,0.001281,-11.8,0.001282,14.0,0.006686,1.9,0.003367,7.0,0.005977,22.2,0.013735
293,-38.9,7e-05,-9.8,0.001402,-12.2,0.001235,13.0,0.006661,2.4,0.003569,7.2,0.006125,21.7,0.01232
294,-39.1,6.9e-05,-8.9,0.00152,-12.7,0.001166,13.5,0.00667,2.2,0.003725,7.3,0.006226,22.2,0.012198
295,-39.2,7e-05,-8.0,0.001633,-13.1,0.001123,13.0,0.007157,2.3,0.004071,7.5,0.006306,21.7,0.012817
296,-39.4,6.7e-05,-7.7,0.001582,-13.2,0.001111,14.0,0.007107,2.9,0.004139,7.2,0.006305,22.8,0.013178
297,-39.6,6.4e-05,-7.3,0.001516,-13.3,0.001088,14.2,0.006224,3.3,0.00451,7.0,0.006276,24.4,0.013566
298,-39.8,6.2e-05,-7.0,0.001464,-13.4,0.001077,16.0,0.005415,3.7,0.004759,7.0,0.006206,25.6,0.013755
299,-39.8,6.2e-05,-6.7,0.001583,-12.2,0.001226,18.0,0.004639,7.1,0.004755,7.2,0.006228,26.1,0.014192
300,-39.9,6.2e-05,-6.4,0.001694,-11.1,0.001352,18.8,0.004301,7.1,0.005067,7.3,0.006207,26.7,0.013607
301,-39.9,6.2e-05,-6.1,0.001813,-9.9,0.001503,20.0,0.004326,6.7,0.005146,7.5,0.006228,25.6,0.013166
302,-39.6,6.4e-05,-5.8,0.001879,-9.6,0.001543,19.9,0.004145,6.9,0.005463,7.9,0.006267,25.6,0.013166
303,-39.2,6.7e-05,-5.5,0.001951,-9.4,0.001587,19.8,0.003961,7.3,0.005488,8.2,0.006329,25.6,0.013179
304,-38.9,7e-05,-5.2,0.002004,-9.1,0.001628,19.0,0.003768,7.3,0.005542,8.6,0.006364,25.0,0.013113
305,-38.9,7e-05,-4.2,0.0021,-10.0,0.001501,19.0,0.003768,7.2,0.005625,9.0,0.006243,24.4,0.013242
306,-38.8,6.9e-05,-3.1,0.0022,-10.9,0.001371,18.5,0.003647,7.0,0.005688,8.0,0.006236,23.9,0.013223
307,-38.8,6.9e-05,-2.1,0.002283,-11.8,0.001237,16.0,0.004316,7.2,0.005767,8.2,0.006254,24.4,0.013634
308,-38.7,7.1e-05,-1.9,0.002255,-12.1,0.001204,14.0,0.004316,7.2,0.005813,7.1,0.006052,24.4,0.014223
309,-38.7,7.1e-05,-1.6,0.002221,-12.3,0.001194,13.0,0.00434,7.4,0.005901,6.0,0.005842,24.4,0.014223
310,-38.6,7.3e-05,-1.4,0.002193,-12.6,0.00116,12.0,0.004993,7.5,0.00566,5.6,0.005566,24.4,0.014238
311,-38.8,7e-05,-1.0,0.002186,-11.7,0.001271,11.0,0.005014,7.4,0.005774,5.8,0.005703,23.9,0.014763
312,-39.1,6.8e-05,-0.7,0.002166,-10.9,0.00138,10.9,0.004986,7.1,0.005435,6.0,0.005842,23.9,0.014778
313,-39.3,6.6e-05,-0.3,0.002158,-10.0,0.001511,10.0,0.005346,6.9,0.005137,5.2,0.005474,23.9,0.014778
314,-39.3,6.6e-05,0.0,0.002101,-10.4,0.001457,9.0,0.005765,6.5,0.005014,6.0,0.005848,23.9,0.014778
315,-39.3,6.6e-05,0.2,0.001904,-10.8,0.001406,9.0,0.005765,6.0,0.00515,5.7,0.005727,23.9,0.014778
316,-39.3,6.6e-05,0.5,0.002065,-11.2,0.001356,8.0,0.005378,5.8,0.00536,5.4,0.005551,23.9,0.015353
317,-39.4,6.6e-05,0.5,0.001913,-11.5,0.001307,8.0,0.005378,5.7,0.005495,5.3,0.005507,23.9,0.014778
318,-39.4,6.6e-05,0.6,0.00196,-11.8,0.001272,7.5,0.004985,6.1,0.005572,5.3,0.005507,23.9,0.015721
319,-39.5,6.6e-05,0.6,0.002201,-12.2,0.001214,7.7,0.004984,6.3,0.005428,5.2,0.005468,22.2,0.014149
320,-39.6,6.4e-05,0.5,0.002184,-12.6,0.001157,8.0,0.005011,6.5,0.00541,5.6,0.005566,20.6,0.013735
321,-39.7,6.4e-05,0.4,0.002324,-12.9,0.001114,9.8,0.005027,6.6,0.005573,6.0,0.005606,23.9,0.015337
322,-39.8,6.2e-05,0.3,0.002666,-13.3,0.001063,11.0,0.00502,7.2,0.005777,6.4,0.005644,24.4,0.015816
323,-39.5,6.4e-05,0.9,0.002389,-12.5,0.001155,13.0,0.004638,7.8,0.006039,9.0,0.006243,23.3,0.01572
324,-39.2,6.7e-05,1.5,0.002263,-11.6,0.001267,14.0,0.004321,7.8,0.006218,10.5,0.00635,24.4,0.016444
325,-38.9,7e-05,2.1,0.002288,-10.8,0.001361,16.0,0.004079,8.1,0.006278,12.1,0.00654,25.0,0.016459
326,-38.9,7e-05,2.4,0.00217,-10.4,0.001425,17.0,0.004095,9.2,0.006187,12.6,0.006669,18.3,0.01231
327,-38.8,7e-05,2.6,0.002174,-10.0,0.001477,17.4,0.003405,9.0,0.006004,13.0,0.006753,18.9,0.012778
328,-38.8,7e-05,2.9,0.002284,-9.6,0.001547,17.0,0.003448,8.8,0.006004,13.5,0.006875,18.9,0.012357
329,-38.9,7e-05,2.8,0.002179,-10.4,0.001425,17.0,0.003191,8.7,0.006103,12.1,0.006801,18.3,0.012322
330,-39.0,7e-05,2.6,0.002179,-11.2,0.001312,16.4,0.003195,8.7,0.006145,10.8,0.006644,18.3,0.010716
331,-39.1,7e-05,2.5,0.002332,-12.0,0.001195,15.0,0.003368,8.6,0.006258,9.4,0.006484,20.0,0.012363
332,-38.5,7.4e-05,1.7,0.002282,-12.0,0.001208,15.0,0.003706,8.7,0.006344,9.0,0.006382,20.6,0.013294
333,-37.9,7.9e-05,1.0,0.002409,-12.0,0.001209,13.8,0.003742,8.8,0.006639,8.7,0.006317,20.6,0.013777
334,-37.3,8.3e-05,0.2,0.002664,-12.0,0.001209,13.0,0.004047,9.0,0.006635,8.3,0.006216,19.4,0.013771
335,-36.8,8.8e-05,-0.7,0.002518,-11.3,0.001301,12.0,0.004067,8.7,0.005698,8.0,0.005813,20.6,0.013294
336,-36.3,9.3e-05,-1.7,0.00233,-10.7,0.001388,12.0,0.004351,8.4,0.005659,7.4,0.005836,21.7,0.013742
337,-35.8,9.8e-05,-2.6,0.002137,-10.0,0.001479,12.0,0.00463,6.5,0.00562,6.8,0.005785,21.7,0.013255
338,-35.2,0.000106,-3.0,0.001961,-10.0,0.001479,12.0,0.004635,6.1,0.00562,6.5,0.00566,21.1,0.014217
339,-34.5,0.000114,-3.5,0.001798,-10.0,0.001479,11.3,0.004335,6.0,0.005783,6.1,0.005505,21.1,0.014203
340,-33.9,0.000122,-3.9,0.001612,-10.0,0.001496,11.0,0.004686,6.0,0.005824,5.8,0.005385,19.4,0.012757
341,-33.4,0.000129,-3.4,0.001581,-10.0,0.00148,11.0,0.004341,6.1,0.005825,5.0,0.005419,19.4,0.013178
342,-33.0,0.000133,-2.9,0.001515,-10.1,0.001468,11.0,0.004336,6.2,0.006199,4.5,0.005174,18.9,0.011088
343,-32.5,0.00014,-2.4,0.001483,-10.1,0.001468,10.0,0.004626,6.5,0.006597,4.1,0.004978,18.9,0.011495
344,-32.4,0.000141,-2.2,0.001358,-10.5,0.001417,11.2,0.004306,7.1,0.006677,4.0,0.00504,18.3,0.011857
345,-32.3,0.000143,-2.0,0.00125,-11.0,0.001341,12.5,0.004314,8.3,0.006615,4.8,0.005279,20.0,0.012313
346,-32.2,0.000143,-1.8,0.001146,-11.4,0.001293,14.0,0.004339,9.1,0.006667,5.7,0.005566,21.7,0.011872
347,-31.8,0.000153,-2.1,0.001105,-11.0,0.001341,16.0,0.004092,9.6,0.006402,7.5,0.005788,23.3,0.009473
348,-31.4,0.000163,-2.5,0.001039,-10.6,0.001404,16.8,0.004312,9.7,0.006143,9.4,0.006001,25.0,0.008899
349,-31.0,0.000174,-2.8,0.000977,-10.2,0.001455,18.0,0.004107,9.6,0.00569,11.2,0.006193,25.0,0.00931
350,-30.7,0.000176,-3.2,0.000942,-10.0,0.001482,19.0,0.004085,9.7,0.005323,12.0,0.006181,25.6,0.007989
351,-30.5,0.000177,-3.5,0.000893,-9.9,0.001496,19.5,0.004372,9.3,0.005357,12.0,0.006445,25.6,0.008612
352,-30.2,0.00018,-3.9,0.000854,-9.7,0.001539,19.0,0.004678,9.1,0.005079,12.0,0.006614,25.0,0.008506
353,-31.3,0.000163,-3.7,0.000869,-10.1,0.001485,19.0,0.004678,8.4,0.005457,10.6,0.006416,23.3,0.008929
354,-32.5,0.000147,-3.4,0.000885,-10.4,0.001431,19.0,0.004673,8.2,0.005583,9.3,0.006315,18.3,0.011857
355,-33.6,0.000132,-3.2,0.000901,-10.8,0.001381,18.0,0.005079,8.1,0.005516,7.9,0.006138,18.3,0.010651
356,-34.5,0.000119,-3.0,0.000861,-11.7,0.001274,18.0,0.005079,7.9,0.0055,7.2,0.005906,17.8,0.011094
357,-35.4,0.000106,-2.8,0.000837,-12.6,0.001162,17.5,0.005048,7.9,0.005612,6.5,0.005687,18.3,0.011052
358,-36.3,9.4e-05,-2.6,0.000799,-13.5,0.001047,16.0,0.005438,8.2,0.005543,5.8,0.005474,17.8,0.011082
359,-36.6,9.1e-05,-2.6,0.000854,-13.5,0.001047,16.0,0.005438,8.3,0.005485,5.5,0.005416,18.3,0.011052
360,-37.0,8.7e-05,-2.7,0.000886,-13.5,0.001047,16.0,0.005438,8.3,0.005687,5.3,0.005396,17.8,0.011094
361,-37.3,8.3e-05,-2.7,0.000947,-13.5,0.001047,15.0,0.005441,8.5,0.005654,5.0,0.005333,18.3,0.011454
362,-37.4,8.2e-05,-2.6,0.001261,-13.4,0.001057,15.0,0.005784,8.3,0.005718,4.0,0.00502,17.8,0.011873
363,-37.4,8.1e-05,-2.6,0.001659,-13.4,0.001058,15.0,0.005784,8.2,0.00594,3.8,0.004949,17.2,0.010674
364,-37.5,7.9e-05,-2.5,0.002065,-13.3,0.001056,14.5,0.005045,8.0,0.00578,3.6,0.00483,16.7,0.010214
365,-37.3,8.2e-05,-1.4,0.002076,-13.4,0.001046,14.0,0.005413,7.7,0.005786,3.4,0.004762,16.1,0.01029
366,-37.2,8.4e-05,-0.3,0.002056,-13.4,0.001046,14.2,0.00505,7.8,0.005696,3.2,0.004695,15.6,0.010288
367,-37.0,8.7e-05,0.8,0.002057,-13.5,0.001037,14.0,0.005407,7.8,0.005577,3.0,0.004623,15.6,0.010278
368,-37.3,8.4e-05,1.3,0.001906,-12.7,0.001128,15.0,0.005423,7.9,0.005621,2.5,0.004506,16.1,0.010607
369,-37.7,8e-05,1.9,0.001972,-11.9,0.001199,15.4,0.005332,8.3,0.005797,2.0,0.004343,18.3,0.010219
370,-38.0,7.6e-05,2.4,0.002177,-11.1,0.001318,17.0,0.005398,8.4,0.005861,3.4,0.004753,18.9,0.009512
371,-38.1,7.5e-05,2.8,0.002045,-10.4,0.001434,18.0,0.005338,8.3,0.0058,4.5,0.004881,20.6,0.0089
372,-38.3,7.3e-05,3.2,0.002068,-9.6,0.001541,19.3,0.005046,8.1,0.0058,5.5,0.005012,20.6,0.008144
373,-38.4,7.3e-05,3.6,0.002224,-8.9,0.001657,20.0,0.004652,8.8,0.006084,6.6,0.005109,21.7,0.008239
374,-38.3,7.4e-05,3.7,0.002172,-8.6,0.001703,21.0,0.004618,8.8,0.005898,8.3,0.005267,21.7,0.008575
375,-38.3,7.4e-05,3.7,0.002211,-8.2,0.001764,21.0,0.004618,8.6,0.005869,10.0,0.005383,21.7,0.007919
376,-38.2,7.6e-05,3.8,0.002357,-7.9,0.00183,21.0,0.004618,9.2,0.005915,10.3,0.005572,21.7,0.007585
377,-38.2,7.6e-05,4.5,0.002423,-7.7,0.001862,20.0,0.004652,9.3,0.005804,8.9,0.005488,21.1,0.007937
378,-38.2,7.6e-05,5.3,0.002588,-7.4,0.001913,19.0,0.004663,9.4,0.005985,7.6,0.00541,20.0,0.007697
379,-38.2,7.6e-05,6.0,0.002732,-7.2,0.001947,17.0,0.004362,9.5,0.00616,6.2,0.005322,18.9,0.008006
380,-37.9,7.9e-05,5.4,0.002544,-7.1,0.001985,16.0,0.004334,9.2,0.00652,5.4,0.005145,18.3,0.00889
381,-37.6,8.1e-05,4.8,0.002361,-7.0,0.002002,15.0,0.004631,9.1,0.004357,4.6,0.004916,17.8,0.008868
382,-37.3,8.3e-05,4.2,0.002267,-6.9,0.001999,14.0,0.004654,8.6,0.004219,3.8,0.004745,17.2,0.008772
383,-37.2,8.4e-05,4.3,0.002073,-7.1,0.001986,13.0,0.004658,2.4,0.004217,3.3,0.004579,16.1,0.008872
384,-37.2,8.3e-05,4.3,0.002006,-7.3,0.001952,13.0,0.005058,2.1,0.004219,2.8,0.004465,15.6,0.008812
385,-37.1,8.4e-05,4.4,0.002023,-7.5,0.001899,12.0,0.005014,1.8,0.004103,2.3,0.004308,15.0,0.008796
386,-37.0,8.5e-05,4.1,0.001906,-7.9,0.001854,11.0,0.005041,2.1,0.004191,1.9,0.004186,14.4,0.008871
387,-36.9,8.6e-05,3.8,0.001874,-8.3,0.00179,10.5,0.004705,1.7,0.004076,1.6,0.004139,13.9,0.008584
388,-36.8,8.7e-05,3.5,0.002018,-8.7,0.001728,10.0,0.004626,1.4,0.004292,1.2,0.004025,13.9,0.008184
389,-36.9,8.6e-05,3.5,0.001889,-9.1,0.001668,10.0,0.004872,1.0,0.004491,1.0,0.004048,13.3,0.007963
390,-37.1,8.4e-05,3.5,0.001887,-9.6,0.00158,10.0,0.005363,1.7,0.004697,1.0,0.004048,12.8,0.00816
391,-37.2,8.3e-05,3.5,0.002016,-10.0,0.001525,10.5,0.005118,2.3,0.005106,0.4,0.003872,13.3,0.008243
