,8_yakutsk_db,8_yakutsk_hr,7_ostersund_db,7_ostersund_hr,6a_oslo_db,6a_oslo_hr,5b_dunhuang_db,5b_dunhuang_hr,5c_birmingham_db,5c_birmingham_hr,4a_paris_db,4a_paris_hr,1a_miami_db,1a_miami_hr
3956,15.2,0.005011,16.7,0.002246,15.6,0.006291,37.0,0.006802,11.9,0.005611,23.0,0.010105,28.9,0.015727
3957,14.3,0.005136,16.4,0.002103,14.9,0.006437,37.0,0.010693,11.5,0.005355,22.0,0.00949,28.3,0.015669
3958,13.3,0.005196,16.1,0.001953,14.2,0.006659,36.0,0.010115,10.6,0.005032,20.9,0.008863,28.3,0.015669
3959,11.7,0.005108,16.1,0.00188,13.2,0.007,35.0,0.010342,9.7,0.004815,19.0,0.008837,28.3,0.015669
3960,10.2,0.005012,16.0,0.001867,12.3,0.007309,34.6,0.011638,9.2,0.004793,17.0,0.007656,28.3,0.015669
3961,8.6,0.004919,16.0,0.001794,11.3,0.007596,34.0,0.010892,9.2,0.004864,16.0,0.007409,27.8,0.016185
3962,8.5,0.005024,14.6,0.002546,11.2,0.007209,34.0,0.007219,8.5,0.004859,15.0,0.007376,27.2,0.01631
3963,8.3,0.005024,13.3,0.003433,11.0,0.0067,33.3,0.012603,7.7,0.004893,14.0,0.007213,27.2,0.016775
3964,8.2,0.005124,11.9,0.004559,10.9,0.006245,32.6,0.01278,7.7,0.005164,12.6,0.007408,27.2,0.017474
3965,8.9,0.005011,11.7,0.005159,11.0,0.006287,32.0,0.013342,8.2,0.005441,12.0,0.007741,27.2,0.017456
3966,9.5,0.004916,11.6,0.005773,11.1,0.006323,31.0,0.013218,9.4,0.005092,11.0,0.008231,27.2,0.017456
3967,10.2,0.004839,11.4,0.006433,11.2,0.006282,32.0,0.014007,10.4,0.004896,12.4,0.008491,27.2,0.016741
3968,11.8,0.004511,11.2,0.006682,12.1,0.006317,33.0,0.015175,12.0,0.004946,13.0,0.008837,23.3,0.015027
3969,13.3,0.004209,10.9,0.007007,12.9,0.006281,34.0,0.014949,12.2,0.004508,14.0,0.00883,25.6,0.01625
3970,14.9,0.003925,10.7,0.007339,13.8,0.006269,35.0,0.01505,13.5,0.004723,15.8,0.009475,25.6,0.01625
3971,15.4,0.003724,11.1,0.007417,13.3,0.006258,37.0,0.015074,13.0,0.004376,17.0,0.009374,27.8,0.016874
3972,15.8,0.003483,11.6,0.007487,12.9,0.006182,38.0,0.013147,13.4,0.004533,18.0,0.009995,28.3,0.01689
3973,16.3,0.003247,12.0,0.007557,12.4,0.006071,39.0,0.013417,14.2,0.004102,19.3,0.01057,28.9,0.016752
3974,16.6,0.00343,11.6,0.007817,12.9,0.006362,40.0,0.012636,15.1,0.003875,20.0,0.01,30.0,0.016237
3975,17.0,0.00352,11.1,0.00807,13.3,0.006628,41.0,0.009548,14.3,0.003748,22.0,0.010665,30.0,0.016254
3976,17.3,0.003588,10.7,0.008238,13.8,0.006949,41.0,0.009548,14.2,0.004137,22.2,0.010112,29.4,0.015672
3977,17.0,0.003886,10.7,0.008388,13.5,0.006716,41.0,0.009548,14.5,0.003922,23.0,0.010084,29.4,0.015672
3978,16.7,0.004052,10.8,0.008388,13.2,0.006483,41.0,0.004737,13.0,0.004301,23.0,0.010804,28.9,0.015711
3979,16.4,0.004329,10.8,0.008303,12.9,0.006263,40.0,0.004988,12.9,0.004659,22.4,0.010585,28.9,0.015711
3980,15.9,0.004534,10.9,0.008445,12.5,0.00619,39.0,0.004246,11.7,0.004354,21.0,0.010021,28.9,0.015711
3981,15.5,0.004865,10.9,0.008511,12.2,0.00615,37.7,0.003956,10.2,0.004532,20.0,0.01,28.3,0.016148
3982,15.0,0.00525,11.0,0.008424,11.8,0.005988,37.0,0.004234,9.2,0.004739,18.5,0.010183,28.3,0.016132
3983,13.3,0.005473,11.0,0.008424,11.3,0.006126,37.0,0.004234,8.4,0.00508,17.0,0.009992,27.8,0.016136
3984,11.7,0.005708,11.1,0.008424,10.8,0.006328,33.8,0.005332,7.2,0.004899,16.0,0.009367,27.8,0.016153
3985,10.0,0.005951,11.1,0.008433,10.3,0.006425,32.5,0.005955,7.1,0.005304,15.0,0.009428,26.1,0.016769
3986,9.3,0.0059,10.9,0.00818,10.0,0.006373,31.3,0.00681,6.4,0.005156,15.0,0.010736,25.6,0.016267
3987,8.5,0.0058,10.8,0.007797,9.7,0.00632,30.0,0.007189,7.2,0.00548,14.0,0.009441,25.6,0.016267
3988,7.8,0.005799,10.6,0.007508,9.4,0.00626,29.0,0.007881,7.3,0.005921,13.3,0.009112,25.6,0.016901
3989,8.9,0.005891,11.0,0.007715,10.4,0.006305,29.0,0.007881,7.5,0.005777,13.0,0.009409,26.1,0.016317
3990,10.1,0.005999,11.3,0.007873,11.4,0.006407,28.3,0.007299,8.8,0.005861,13.0,0.009419,26.1,0.016317
3991,11.2,0.006125,11.7,0.007948,12.4,0.0064,30.0,0.007189,9.7,0.006267,12.9,0.009167,26.7,0.016228
3992,12.6,0.005797,13.3,0.007499,13.1,0.006327,33.0,0.007159,10.7,0.005955,12.9,0.009357,27.2,0.016741
3993,14.1,0.005479,14.9,0.007029,13.7,0.006191,35.5,0.006259,11.7,0.006013,13.0,0.009419,27.8,0.016857
3994,15.5,0.005221,16.5,0.006544,14.4,0.006073,38.0,0.006278,12.2,0.005664,14.1,0.009719,28.3,0.016132
3995,17.0,0.005136,17.4,0.005329,15.2,0.00586,40.0,0.004983,12.8,0.00517,15.0,0.010092,30.0,0.01675
3996,18.5,0.004975,18.4,0.004295,15.9,0.005457,41.5,0.003773,13.1,0.005186,16.0,0.010073,30.0,0.016204
3997,20.0,0.004874,19.3,0.003367,16.7,0.005159,37.3,0.004308,13.3,0.005389,18.5,0.010886,30.0,0.01566
3998,20.3,0.004666,18.9,0.002763,17.3,0.005238,43.0,0.003501,13.9,0.005254,19.3,0.010602,29.4,0.015657
3999,20.7,0.004631,18.6,0.002233,17.8,0.005153,43.5,0.003594,14.2,0.005725,20.2,0.01031,29.4,0.015131
4000,21.0,0.004562,18.2,0.001744,18.4,0.005222,44.0,0.002455,14.1,0.005896,21.0,0.010042,30.0,0.014045
4001,21.3,0.004488,17.2,0.002585,18.5,0.00499,44.0,0.003075,13.5,0.005424,20.0,0.009432,29.4,0.015131
4002,21.6,0.004574,16.2,0.003751,18.6,0.004888,43.0,0.003501,13.2,0.005861,20.0,0.009432,29.4,0.015657
4003,21.9,0.00466,15.2,0.005082,18.7,0.004647,42.0,0.003875,13.2,0.005969,20.0,0.009432,28.9,0.015695
4004,21.0,0.005204,14.6,0.005275,17.4,0.004649,39.0,0.00425,12.4,0.006322,19.0,0.009417,28.3,0.014653
4005,20.2,0.005862,14.1,0.005385,16.0,0.004584,37.3,0.004308,12.0,0.006068,17.0,0.009393,28.3,0.014653
4006,19.3,0.006546,13.5,0.005504,14.7,0.004629,36.0,0.004007,11.8,0.005982,16.0,0.009037,28.3,0.014162
4007,18.1,0.005935,12.9,0.005768,13.6,0.004496,35.0,0.004554,11.6,0.005992,15.0,0.008785,28.3,0.015145
4008,16.9,0.005499,12.3,0.006113,12.4,0.004332,33.5,0.004539,11.6,0.006033,15.0,0.008785,28.3,0.014653
4009,15.7,0.005093,11.7,0.006341,11.3,0.004192,34.0,0.004668,11.0,0.006427,14.0,0.008228,27.2,0.014642
4010,14.6,0.006023,11.3,0.006456,10.6,0.004075,33.0,0.004755,10.7,0.00662,14.0,0.008236,27.2,0.014657
4011,13.5,0.0071,11.0,0.006488,10.0,0.00399,32.5,0.004622,10.5,0.006641,13.0,0.008282,26.7,0.014671
4012,12.4,0.008371,10.6,0.006474,9.3,0.003878,31.0,0.005159,10.4,0.006932,12.4,0.008225,25.6,0.014566
4013,12.6,0.008298,11.5,0.005839,10.2,0.003967,30.0,0.005159,10.1,0.007147,12.0,0.008276,25.6,0.014551
4014,12.7,0.008262,12.4,0.005293,11.0,0.004101,32.5,0.004622,11.1,0.006735,12.0,0.008276,25.0,0.01403
4015,12.9,0.00818,13.3,0.004767,11.9,0.004269,32.0,0.005781,12.1,0.006176,12.5,0.007819,25.6,0.014551
4016,13.5,0.00811,14.1,0.004428,13.0,0.003944,33.0,0.005777,13.4,0.005897,14.0,0.008228,26.7,0.014656
4017,14.1,0.007916,14.9,0.004097,14.1,0.003747,36.0,0.005213,15.2,0.005862,16.0,0.008218,27.8,0.014685
4018,14.7,0.007802,15.7,0.003778,15.2,0.003492,38.0,0.004017,15.6,0.006185,17.0,0.008765,28.3,0.01513
4019,16.4,0.007144,16.4,0.003674,16.5,0.002988,39.0,0.003771,15.8,0.006068,19.0,0.009407,28.3,0.01513
4020,18.2,0.006533,17.0,0.003564,17.8,0.002493,40.4,0.003045,18.2,0.006124,20.0,0.009422,28.3,0.014638
4021,19.9,0.006073,17.7,0.003432,19.1,0.002163,42.0,0.002208,17.9,0.006122,20.6,0.009163,29.4,0.014591
4022,20.5,0.005685,17.4,0.003273,19.3,0.002328,43.0,0.00233,17.7,0.006628,21.0,0.009395,29.4,0.014591
4023,21.2,0.00529,17.0,0.003162,19.6,0.002792,43.4,0.001783,18.7,0.006124,22.0,0.00949,29.4,0.014082
4024,21.8,0.004985,16.7,0.002996,19.8,0.003253,44.0,0.001839,18.0,0.006904,21.9,0.009264,29.4,0.014606
4025,21.6,0.004758,15.3,0.003804,19.9,0.002988,43.0,0.001746,17.7,0.007042,22.0,0.00949,28.9,0.01469
4026,21.5,0.004563,13.8,0.00468,20.0,0.002862,41.7,0.002174,17.2,0.007292,21.0,0.00876,28.9,0.01469
4027,21.3,0.004182,12.4,0.005762,20.1,0.002878,41.0,0.00262,16.7,0.007669,20.7,0.008753,28.3,0.015654
4028,20.6,0.004313,12.0,0.005986,18.3,0.0027,39.0,0.002827,16.0,0.007735,20.0,0.008816,27.8,0.015673
4029,20.0,0.004452,11.5,0.006135,16.4,0.002505,37.0,0.002961,15.4,0.007901,18.0,0.008293,27.8,0.015673
4030,19.3,0.004547,11.1,0.006284,14.6,0.002536,36.0,0.002802,15.1,0.008156,17.3,0.008173,27.8,0.015673
4031,16.4,0.004616,10.9,0.006199,12.9,0.003271,35.0,0.003029,14.8,0.008144,16.0,0.008209,27.8,0.015673
4032,13.5,0.004614,10.7,0.006114,11.2,0.003984,33.3,0.003104,14.3,0.008136,15.0,0.008234,26.1,0.016752
4033,10.6,0.004703,10.5,0.006037,9.5,0.004719,31.0,0.003332,13.9,0.008134,13.7,0.008258,25.0,0.017519
4034,10.1,0.004547,10.2,0.006109,8.7,0.004885,31.0,0.003332,13.9,0.007573,13.0,0.008265,23.9,0.016198
4035,9.6,0.004396,10.0,0.00621,8.0,0.005053,31.0,0.003637,13.0,0.00736,13.0,0.008265,25.0,0.016922
4036,9.1,0.00425,9.7,0.006238,7.2,0.005158,30.0,0.003434,12.1,0.007611,12.2,0.00828,25.0,0.016922
4037,10.8,0.004518,10.0,0.006259,8.9,0.005304,29.0,0.003784,11.5,0.007489,12.0,0.008259,23.9,0.016772
4038,12.4,0.00475,10.3,0.00623,10.5,0.00544,28.0,0.004078,12.0,0.00764,13.0,0.008828,25.6,0.016283
4039,14.1,0.005107,10.6,0.0062,12.2,0.005656,31.0,0.004548,12.3,0.007659,13.3,0.009102,25.6,0.016283
4040,16.0,0.005196,11.9,0.006046,14.1,0.005715,33.0,0.004413,12.6,0.007434,14.0,0.009431,25.6,0.016267
4041,17.9,0.005211,13.3,0.005944,15.9,0.005754,37.0,0.003382,13.0,0.007428,16.0,0.010053,24.4,0.017279
4042,19.8,0.005283,14.6,0.005833,17.8,0.005868,38.0,0.003576,13.7,0.00793,16.6,0.010572,24.4,0.017279
4043,20.3,0.0053,12.1,0.006254,19.2,0.006274,41.0,0.003674,14.3,0.007382,20.0,0.010738,26.7,0.016937
4044,20.8,0.005311,12.7,0.00488,20.6,0.006705,42.5,0.003407,15.3,0.007332,21.0,0.010955,27.8,0.016908
4045,21.3,0.005319,13.4,0.003637,22.0,0.006985,42.7,0.00287,15.5,0.007227,22.0,0.011151,28.3,0.016925
4046,22.0,0.005048,12.5,0.004237,21.7,0.007018,43.0,0.001746,17.1,0.007025,23.0,0.010783,28.3,0.01618
4047,22.7,0.004741,11.5,0.004877,21.4,0.007047,43.3,0.002367,17.4,0.006566,23.0,0.011503,28.9,0.016272
4048,23.4,0.004396,10.6,0.005637,21.1,0.007073,43.0,0.00233,17.8,0.005958,23.4,0.011236,25.6,0.018211
4049,23.5,0.004238,11.1,0.005841,20.9,0.006985,43.0,0.00233,17.9,0.007165,23.0,0.011503,25.6,0.018211
4050,23.7,0.004104,11.6,0.006045,20.6,0.006856,42.0,0.002763,17.3,0.0069,22.0,0.010633,23.9,0.017556
4051,23.8,0.003942,12.1,0.006254,20.4,0.00692,41.0,0.00262,17.0,0.006438,21.0,0.010626,23.9,0.017538
4052,22.8,0.004423,11.1,0.006311,19.7,0.006908,39.0,0.002824,15.9,0.004961,19.0,0.01076,23.9,0.017538
4053,21.8,0.004833,10.1,0.006426,19.1,0.006927,38.4,0.003651,13.2,0.005173,18.0,0.010744,23.9,0.017538
4054,20.8,0.005335,9.1,0.006464,18.4,0.006758,36.9,0.003787,11.4,0.004495,17.4,0.010338,23.9,0.016772
4055,17.6,0.005531,9.0,0.006535,17.8,0.006758,35.3,0.003854,9.5,0.004211,16.0,0.010013,23.9,0.017556
4056,14.5,0.005702,8.9,0.006606,17.1,0.006584,33.8,0.004263,8.5,0.004565,15.0,0.009381,23.9,0.017556
4057,11.3,0.005914,8.8,0.006606,16.5,0.006452,33.4,0.004518,6.9,0.004699,15.0,0.009489,23.9,0.018151
4058,11.0,0.006139,9.0,0.006691,15.6,0.006411,33.0,0.00476,6.1,0.004825,15.0,0.008732,24.4,0.017332
4059,10.6,0.00631,9.2,0.006783,14.8,0.006503,32.0,0.005145,5.8,0.004694,14.0,0.008785,24.4,0.017332
4060,10.3,0.006508,9.4,0.006756,13.9,0.006427,31.0,0.004859,5.5,0.005148,14.1,0.008631,24.4,0.016739
4061,12.0,0.006111,9.6,0.006843,15.6,0.00674,29.6,0.004759,6.5,0.005118,14.0,0.00817,24.4,0.017332
4062,13.7,0.005823,9.7,0.006882,17.2,0.007107,28.3,0.004673,9.0,0.005365,14.0,0.00817,24.4,0.016722
4063,15.4,0.005486,9.9,0.006929,18.9,0.007511,31.0,0.004853,11.6,0.005349,13.4,0.008048,25.0,0.016326
4064,15.0,0.006335,9.8,0.006875,19.6,0.007432,34.0,0.004668,13.6,0.004343,14.0,0.008162,26.7,0.016972
4065,14.6,0.007247,9.6,0.006821,20.4,0.007367,36.0,0.003604,15.0,0.003552,15.0,0.008177,26.1,0.017459
4066,14.2,0.008213,9.5,0.006728,21.1,0.007384,38.0,0.00312,17.2,0.003638,15.1,0.008447,26.1,0.018098
4067,15.3,0.007917,9.6,0.006935,21.9,0.007767,38.0,0.002672,19.2,0.00387,17.0,0.008695,28.3,0.017938
4068,16.5,0.007578,9.8,0.007023,22.7,0.007995,39.9,0.002468,20.2,0.003513,18.0,0.008757,28.3,0.017439
4069,17.6,0.007348,9.9,0.007189,23.5,0.008397,41.0,0.002617,21.2,0.004095,19.9,0.009288,28.3,0.017938
4070,18.9,0.007273,9.7,0.006672,24.4,0.008296,42.0,0.002763,21.7,0.005389,21.0,0.008218,28.9,0.017577
4071,20.3,0.00717,9.4,0.006213,25.3,0.008365,42.4,0.002255,22.1,0.005974,21.0,0.008218,26.7,0.018124
4072,21.6,0.007104,9.2,0.005715,26.2,0.008404,42.0,0.002208,22.0,0.005959,21.3,0.007733,27.2,0.016809
4073,21.9,0.006725,9.6,0.005375,26.2,0.008199,42.0,0.002208,21.8,0.005529,22.0,0.007575,27.2,0.016809
4074,22.2,0.00633,10.0,0.005102,26.1,0.007727,41.9,0.002745,20.9,0.005421,21.0,0.00759,26.7,0.015842
4075,22.5,0.005917,10.4,0.004837,26.1,0.007305,41.0,0.002617,19.7,0.005726,20.5,0.007509,26.7,0.015842
4076,21.9,0.005869,9.2,0.00463,24.5,0.007018,39.2,0.003812,18.2,0.006024,19.0,0.007111,26.7,0.016293
4077,21.4,0.005688,8.1,0.004454,22.8,0.006847,37.4,0.004327,16.3,0.005886,18.0,0.007194,26.7,0.015826
4078,20.8,0.005637,6.9,0.004198,21.2,0.006667,35.0,0.003787,15.3,0.005818,17.8,0.00748,26.7,0.016277
4079,17.3,0.005661,6.4,0.004191,18.0,0.006608,34.0,0.003941,14.4,0.005858,17.0,0.007595,26.7,0.016954
4080,13.8,0.005728,5.9,0.004198,17.5,0.006643,33.5,0.003832,13.7,0.006272,16.0,0.007693,26.7,0.017425
4081,10.3,0.005904,5.4,0.004189,17.1,0.006597,33.0,0.004067,13.3,0.006278,14.9,0.007803,25.6,0.017572
4082,9.3,0.005891,5.4,0.004189,16.2,0.006684,32.0,0.003842,12.7,0.00692,14.0,0.007658,25.6,0.018211
4083,8.2,0.005951,5.5,0.004105,15.3,0.006846,31.0,0.003933,12.7,0.007135,13.0,0.007641,25.6,0.018229
4084,7.2,0.006008,5.5,0.004105,14.4,0.006864,31.0,0.003929,12.3,0.007334,12.0,0.007679,25.0,0.018189
4085,9.6,0.00585,6.6,0.003814,15.9,0.00723,30.2,0.003753,12.0,0.007742,12.0,0.007679,24.4,0.017314
4086,11.9,0.005663,7.7,0.003544,17.3,0.007412,29.4,0.00386,12.6,0.007898,12.0,0.007679,25.0,0.017554
4087,14.3,0.005589,8.8,0.003297,18.8,0.007749,30.0,0.003992,13.8,0.008457,12.9,0.007684,25.6,0.017555
4088,16.3,0.00565,10.1,0.003071,19.8,0.007965,32.0,0.003834,14.5,0.008694,15.0,0.008177,26.7,0.017407
4089,18.3,0.005745,11.5,0.002863,20.9,0.008224,32.5,0.003945,16.6,0.008728,16.0,0.008152,27.2,0.017474
4090,20.3,0.005751,12.8,0.00268,21.9,0.008423,34.0,0.003933,18.9,0.008569,17.6,0.0084,25.6,0.017555
4091,21.1,0.005564,13.8,0.002674,23.1,0.00837,35.0,0.00454,20.0,0.008507,19.0,0.008211,28.9,0.018057
4092,22.0,0.005375,14.9,0.002645,24.4,0.008296,32.5,0.003949,21.1,0.008388,20.0,0.008745,28.9,0.017541
4093,22.8,0.005113,15.9,0.002665,25.6,0.008312,36.2,0.003636,21.9,0.008168,20.7,0.008838,28.9,0.017541
4094,23.3,0.004724,16.9,0.002498,25.9,0.008045,40.0,0.002977,22.3,0.007202,22.0,0.009414,28.9,0.017541
4095,23.8,0.004494,18.0,0.002317,26.2,0.007986,40.0,0.002977,22.2,0.006702,23.0,0.00931,28.9,0.017559
4096,24.3,0.004243,19.0,0.002151,26.5,0.007705,40.0,0.00298,21.2,0.007144,23.0,0.009666,28.3,0.017439
4097,23.8,0.004871,18.6,0.002433,26.2,0.007994,40.0,0.00398,20.4,0.006313,23.0,0.010034,28.3,0.016942
4098,23.3,0.005276,18.1,0.002738,26.0,0.008118,39.0,0.004246,19.4,0.007417,22.0,0.009938,28.3,0.017439
4099,22.8,0.006007,17.7,0.003048,25.7,0.008388,37.5,0.004346,18.1,0.007698,21.8,0.009649,28.3,0.017439
4100,21.9,0.006865,17.4,0.002944,24.3,0.008652,36.0,0.003194,16.4,0.007676,21.0,0.009338,26.1,0.016786
4101,21.0,0.007935,17.2,0.002784,22.8,0.008765,35.0,0.003778,14.5,0.007309,20.0,0.009365,26.1,0.016786
4102,20.1,0.009173,16.9,0.002613,21.4,0.008998,34.0,0.003933,12.9,0.007126,18.8,0.009922,26.7,0.018087
4103,19.4,0.009212,15.8,0.002901,20.8,0.008351,33.0,0.004058,11.8,0.006974,18.0,0.009954,26.1,0.016349
4104,18.8,0.009287,14.8,0.003179,20.3,0.007789,31.6,0.004377,11.6,0.00716,18.0,0.009954,26.1,0.017441
4105,18.1,0.009286,13.7,0.003524,19.7,0.007208,31.0,0.004838,11.1,0.007256,16.9,0.009766,26.1,0.016803
4106,17.0,0.009407,12.8,0.004022,18.6,0.006851,30.0,0.00486,10.8,0.007024,15.0,0.009391,26.1,0.017459
4107,15.9,0.009697,11.9,0.004546,17.4,0.006588,29.2,0.004634,10.5,0.007071,15.0,0.009391,26.1,0.018116
4108,14.8,0.009898,11.0,0.005072,16.3,0.006248,29.0,0.004852,10.5,0.007312,15.0,0.009391,25.6,0.018211
4109,15.0,0.009695,9.7,0.005115,16.0,0.006235,27.7,0.004995,10.6,0.007195,14.0,0.009403,24.4,0.018088
4110,15.2,0.009596,8.3,0.005109,15.7,0.006115,26.4,0.005097,10.6,0.007453,14.0,0.009403,24.4,0.016705
4111,15.4,0.009382,7.0,0.005032,15.4,0.005992,29.0,0.005124,11.2,0.007656,15.2,0.009734,24.4,0.016688
4112,16.7,0.009221,7.2,0.005103,16.0,0.005331,30.7,0.004755,11.9,0.008014,17.0,0.009336,24.4,0.016688
4113,18.0,0.009088,7.5,0.005175,16.7,0.00464,32.5,0.004612,13.6,0.008055,19.0,0.009351,25.6,0.015844
4114,19.3,0.008854,7.7,0.005152,17.3,0.003972,34.0,0.003937,15.1,0.008869,20.6,0.010188,27.8,0.015209
4115,19.1,0.008886,8.1,0.005298,17.8,0.003476,36.0,0.003596,15.8,0.008527,23.0,0.01075,28.3,0.015669
4116,19.0,0.009114,8.6,0.005347,18.4,0.002962,38.5,0.003663,18.2,0.009001,24.0,0.010679,29.4,0.015146
4117,18.8,0.009284,9.0,0.005396,18.9,0.002659,39.7,0.00342,19.3,0.008816,24.1,0.009978,29.4,0.015688
4118,19.0,0.009263,9.6,0.004976,19.4,0.002468,41.0,0.003666,20.7,0.009038,24.0,0.010679,29.4,0.016216
4119,19.1,0.009182,10.2,0.004535,20.0,0.00242,40.5,0.002546,21.2,0.009366,24.0,0.01069,28.9,0.015742
4120,19.3,0.009302,10.8,0.004114,20.5,0.002498,41.0,0.002615,21.6,0.009204,25.0,0.009943,23.9,0.015816
4121,19.7,0.008947,10.8,0.003858,20.4,0.002629,40.0,0.002479,21.6,0.009132,24.0,0.010118,23.9,0.016198
4122,20.1,0.008568,10.9,0.00356,20.2,0.002887,39.8,0.002452,20.5,0.009349,23.9,0.009867,24.4,0.018088
4123,20.5,0.008161,10.9,0.003251,20.1,0.003302,39.0,0.002818,19.6,0.008907,23.9,0.009867,23.9,0.016772
4124,19.9,0.00771,9.9,0.003724,18.8,0.00371,37.0,0.003375,18.1,0.008881,22.4,0.010197,23.9,0.016182
4125,19.3,0.007281,9.0,0.004161,17.5,0.004281,35.2,0.003056,16.7,0.008445,21.0,0.010764,24.4,0.016688
4126,18.7,0.006873,8.0,0.004682,16.2,0.004734,33.6,0.002795,14.7,0.008155,21.0,0.010922,25.0,0.017519
4127,16.1,0.006883,7.8,0.004347,15.2,0.004864,32.0,0.003192,13.4,0.00781,20.0,0.011153,25.0,0.018768
4128,13.4,0.006862,7.7,0.003977,14.3,0.005086,32.4,0.003265,12.7,0.007519,19.0,0.01144,26.1,0.018098
4129,10.8,0.006857,7.5,0.003636,13.3,0.005239,31.2,0.003356,11.7,0.007091,17.8,0.011506,26.1,0.018098
4130,10.0,0.006499,7.4,0.003662,12.1,0.005362,30.0,0.003419,11.3,0.00728,17.3,0.011142,26.1,0.018098
4131,9.1,0.006189,7.4,0.003708,10.8,0.005477,29.0,0.004038,10.1,0.007085,16.8,0.010789,25.6,0.018211
4132,8.3,0.005932,7.3,0.003784,9.6,0.005647,29.0,0.004038,9.7,0.00733,16.3,0.010327,25.6,0.017555
4133,10.4,0.006438,7.5,0.003554,11.0,0.005881,28.0,0.004321,9.3,0.007554,16.0,0.010013,25.0,0.018152
4134,12.6,0.007085,7.7,0.003308,12.5,0.006231,27.4,0.00466,9.8,0.007814,16.5,0.009626,24.4,0.018088
4135,14.7,0.007707,7.9,0.003144,13.9,0.006544,29.0,0.004305,10.4,0.008262,17.1,0.009377,23.9,0.018096
4136,16.3,0.007594,8.3,0.00307,15.4,0.006673,31.6,0.004367,12.2,0.007675,19.0,0.009332,25.0,0.018115
4137,17.8,0.007572,8.6,0.00302,16.8,0.006709,34.3,0.003995,14.7,0.008625,21.0,0.009951,24.4,0.014514
4138,19.4,0.007507,9.0,0.002995,18.3,0.006735,35.0,0.004154,17.1,0.008407,22.0,0.01059,24.4,0.015101
4139,20.3,0.007482,9.8,0.002851,18.9,0.007276,36.0,0.004391,19.7,0.007562,22.0,0.01059,23.9,0.016166
4140,21.3,0.007473,10.5,0.002663,19.5,0.00784,37.0,0.004645,21.3,0.007707,23.0,0.010728,23.9,0.016182
4141,22.2,0.007559,11.3,0.002569,20.1,0.008288,38.0,0.004906,23.0,0.007904,24.4,0.010132,26.1,0.017423
4142,22.8,0.007667,11.5,0.002622,20.1,0.008002,39.0,0.004711,23.7,0.008,25.0,0.009903,28.3,0.015685
4143,23.3,0.007911,11.6,0.002747,20.0,0.007659,39.8,0.004919,24.5,0.007809,26.0,0.008813,29.4,0.016761
4144,23.9,0.008016,11.8,0.002854,20.0,0.007374,40.0,0.004972,24.7,0.008087,24.1,0.009567,30.0,0.016818
4145,23.9,0.008019,11.5,0.002814,19.6,0.007476,40.0,0.004972,24.3,0.009968,23.0,0.010718,29.4,0.017274
4146,23.8,0.007973,11.2,0.002751,19.2,0.007569,39.4,0.004329,23.7,0.009599,22.0,0.010579,28.9,0.017541
4147,23.8,0.007974,10.9,0.002713,18.8,0.007652,39.0,0.004237,22.0,0.010178,20.1,0.009993,28.3,0.017901
4148,23.2,0.008244,9.9,0.00288,17.5,0.00717,37.0,0.004645,20.6,0.010429,19.0,0.009313,28.3,0.018649
4149,22.7,0.008536,8.9,0.003067,16.2,0.006711,35.8,0.004348,18.3,0.010375,18.0,0.008731,27.8,0.018098
4150,22.1,0.008925,7.9,0.003233,14.9,0.006175,34.4,0.004022,17.3,0.009831,17.0,0.007336,27.2,0.018624
4151,21.4,0.009049,7.6,0.003328,14.2,0.006505,33.0,0.004058,17.6,0.009755,15.8,0.006671,27.2,0.017923
4152,20.6,0.008929,7.2,0.003375,13.4,0.006652,32.3,0.0039,16.0,0.009755,14.7,0.006211,27.2,0.017941
4153,19.9,0.009003,6.9,0.003469,12.7,0.006994,31.0,0.003929,15.7,0.009755,13.5,0.005549,26.7,0.018769
4154,19.2,0.009053,6.8,0.00364,12.0,0.007033,30.0,0.003709,15.7,0.009755,13.0,0.005369,26.7,0.019452
4155,18.6,0.008997,6.7,0.00379,11.3,0.007047,28.7,0.003706,15.0,0.009565,12.0,0.005375,27.2,0.019346
4156,17.9,0.008875,6.6,0.003972,10.6,0.007123,29.0,0.002147,15.0,0.009393,10.4,0.005536,26.7,0.019452
4157,18.1,0.009127,7.3,0.003772,12.0,0.007209,28.0,0.003809,14.7,0.008501,10.0,0.005389,26.7,0.018769
4158,18.2,0.009325,8.1,0.003573,13.3,0.007284,28.0,0.003805,15.3,0.008948,12.0,0.005812,26.7,0.018769
4159,18.4,0.009579,8.8,0.003427,14.7,0.007364,29.0,0.004034,15.9,0.009128,13.8,0.005758,26.7,0.01875
4160,18.3,0.00979,9.0,0.003303,16.1,0.00749,30.0,0.003984,16.5,0.008925,14.9,0.005975,27.2,0.019326
4161,18.2,0.009861,9.2,0.003231,17.4,0.007644,31.0,0.004523,16.2,0.00899,16.0,0.006189,28.3,0.018649
4162,18.1,0.009928,9.4,0.003159,18.8,0.007819,33.0,0.004734,15.1,0.008759,17.0,0.006364,29.4,0.018052
4163,18.7,0.010025,9.7,0.003227,19.9,0.008234,34.0,0.004648,15.4,0.008827,18.0,0.006525,26.1,0.018737
4164,19.3,0.009966,10.1,0.0033,21.1,0.008727,35.5,0.003885,15.0,0.008768,19.0,0.006676,28.9,0.018573
4165,19.9,0.010043,10.4,0.003318,22.2,0.009174,36.7,0.003316,15.7,0.008888,20.6,0.006931,30.6,0.019379
